job_id,iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ld_loss,ibd_loss,dxy_loss,genrel_loss
129,1,0.00020237518911026355,0.0027101348375339496,23057.27501593489,1.0,4.787958572623026e-07,2.75e-06,0.029853270663957317,0.02682911093313406,0.01193610455450614,0.001155746896767014,0.0004224154666248863,2.2164952526892038e-05
129,2,5.5395752997956666e-05,0.18066928504706423,3520.8062934335458,1.0,4.6804586410285457e-07,2.75e-06,0.033689984167764496,0.00555523595445459,0.013233833806693051,0.0007344611079188632,0.00017196235964553504,2.6291006210213035e-05
130,0,0.0010845668562220222,0.2967436913585202,24507.187646572682,1.0,4.6216624482174435e-07,2.75e-06,0.02269686050635554,0.010667239653302366,0.013766137846113892,0.0050959067403164825,0.00024734797851577365,3.510717473800749e-05
130,1,0.0001879810808055874,0.2076678411755447,15055.932670632936,3.0,4.743421179313978e-07,2.75e-06,0.03896176781616261,0.01091656855125221,0.01379413894584223,0.009845880984111094,0.0002773448810762463,7.705031795299145e-05
130,2,0.0016752350243484807,0.08064425336448168,22822.158804862105,3.0,4.7202141013173755e-07,2.75e-06,0.026432078228250278,0.03422211055467187,0.011115438669855244,0.013637234826783641,0.00024091906736224615,0.00012504486422785705
131,0,6.496590038795164e-05,0.0070285063308206264,12559.160936419366,2.0,4.649620651593256e-07,2.75e-06,0.038078653219083144,0.0416958681460552,0.0077556445151489095,0.00308618221925828,0.00015513871409673645,4.7316139750205236e-05
131,1,4.4281036014715493e-05,0.11126244984265045,7196.881078301125,1.0,4.775540686761858e-07,2.75e-06,0.05434751748850639,0.005630069666148691,0.01327724020645713,0.0005434513721381192,0.0003999537615060144,2.910427124686526e-05
131,2,1.8736021818650644e-05,0.19165444243129445,5087.123608097276,3.0,4.722039730785817e-07,2.75e-06,0.02786938707828676,0.006254082294759267,0.01109808129623771,0.0005198511423997974,0.00014091927928578217,2.140123859238486e-05
132,0,0.00013081385759779185,0.2808502672213923,6638.359800029953,3.0,4.7383245091536505e-07,2.75e-06,0.028735007656398415,0.01311571003145875,0.013072662586950714,0.012666542853325408,0.00016137436556144674,0.00015363950144217233
132,1,0.00023719864787465696,0.03226810996831053,13707.1538148017,1.0,4.524519544786327e-07,2.75e-06,0.025534808507277407,0.012202819803672273,0.0131964064088132,0.006662425377636377,0.00029566856884905056,4.827906080224713e-05
132,2,0.00027700528577249343,0.2077576156723742,6928.639158629916,3.0,4.845509138647764e-07,2.75e-06,0.0582746487017386,0.023429369256938334,0.01174437428826687,0.024753636372520604,0.0005401790833826869,0.00028922091430137807
133,0,0.0010630601503457077,0.16338035137636747,20273.97944351422,2.0,4.649556917149391e-07,2.75e-06,0.022381442918972854,0.016474426729618283,0.013411400942312182,0.009234542757092724,0.00016576651069443487,7.960197928181197e-05
133,1,9.662680042975997e-05,0.1790668921412888,23714.017846085262,2.0,4.579862729524125e-07,2.75e-06,0.02704241339214805,0.005607440800476327,0.014334830677122276,0.0015071978668576875,0.00013679443170131478,3.15000580743362e-05
133,2,1.3909970549690168e-05,0.1547764836599716,5237.128379041511,2.0,4.674705295055332e-07,2.75e-06,0.028687741074544245,0.006101069274300656,0.01291986403273817,0.0004963161138633308,0.00014344304000960263,2.3915038105426696e-05
134,0,6.122994056458503e-05,0.1933446335972834,14925.004769206196,1.0,4.778223546219197e-07,2.75e-06,0.04663927963470993,0.0060639086761722395,0.014415959033754052,0.0005385676092732908,0.00028005152347213827,3.1899293455410526e-05
134,1,0.0001470741068534839,0.07421608320338215,15940.019418638823,3.0,4.5680559752538784e-07,2.75e-06,0.024326966067054562,0.01199852824506146,0.012870379913453371,0.008869679276933698,0.0002391260415322711,6.979014435148184e-05
134,2,0.00010851044208726155,0.2940120592112454,17383.659755656794,1.0,4.617325331544739e-07,2.75e-06,0.020921588430706583,0.005902470641379523,0.014733904601091781,0.0011727166208913191,0.0002027447520801562,3.1841354773103136e-05
135,0,6.17738905858131e-05,0.09292035899835895,16336.176787607066,1.0,4.4675939467790226e-07,2.75e-06,0.027155677879701152,0.005656709895455879,0.014309813268041307,0.0006020252305293512,0.00046718084543699015,3.148288174100551e-05
135,1,0.000279883923577393,0.023744571871219,3243.9648726742125,2.0,4.6838763249135885e-07,2.75e-06,0.09881025178512592,0.08842714054015455,0.0068603294658924575,0.040445191045765286,0.00025462143118041403,0.0008934001337183409
135,2,1.859516833013957e-05,0.1444795040967976,17484.308885427155,3.0,4.791515040825326e-07,2.75e-06,0.042212267748958726,0.005670680878279992,0.014524757310849021,0.0005174523959403997,0.00024254749220116768,3.073047415303175e-05
136,0,0.00012047045053114348,0.033157226488803516,19596.60185011316,2.0,4.7030963596395386e-07,2.75e-06,0.04402652549322881,0.009950568730215882,0.01238533463560181,0.004550716613136367,0.00036690795217829674,3.647197801564761e-05
136,1,8.28308373687615e-05,0.01963095989190621,22695.4990352853,3.0,4.573360999388177e-07,2.75e-06,0.023978906820225476,0.014826919334703403,0.01162977198795264,0.0035630939252068844,0.00024091625437657515,3.127614420070338e-05
136,2,0.0006989778832075746,0.21820412932001768,21518.22917733226,3.0,4.609845297214385e-07,2.75e-06,0.023751961519773875,0.014374032258534059,0.013927347124077375,0.010606416856802402,0.00016028200455444046,6.857938315893857e-05
137,0,5.056230506240848e-05,0.09562070287164152,14422.05359895016,3.0,4.590229228016621e-07,2.75e-06,0.022181947358312817,0.005902204869737621,0.01293133876514903,0.0005510579021641717,0.000322101992162107,2.834665634685824e-05
137,1,0.00013005725918904202,0.27939779906240814,18320.486241545048,1.0,4.7002445172093216e-07,2.75e-06,0.03705675090565382,0.005944855148153607,0.013774557289848027,0.0022988513512334726,0.00019422317025501583,3.173340333759554e-05
137,2,0.0002762625659006501,0.12100420444587849,3775.395517424575,1.0,4.595507593678088e-07,2.75e-06,0.0432370643397687,0.026041804925702957,0.010356033199804849,0.025444397581695033,0.0003664671350448574,0.00035722461460519183
138,0,0.0005726187986732762,0.08431173055071907,15079.574895490241,2.0,4.681146313112738e-07,2.75e-06,0.02473425186214696,0.01738384389594187,0.012050324470439156,0.01029403888300367,0.0001604106750639781,9.45102781730831e-05
138,1,0.00021713203469978502,0.10644874919979183,2924.9339251673287,2.0,4.588805541377339e-07,2.75e-06,0.06198449453634536,0.04294653934151375,0.006200802989421192,0.03904264929340965,0.00036865660204393156,0.000676837939118808
138,2,1.0613485678044404e-05,0.05914048346476438,6044.7847234806095,2.0,4.510194038569164e-07,2.75e-06,0.02797112284480423,0.009943077148386973,0.010491209548782405,0.00044299366533784,0.0003856211258166163,1.7571942971257564e-05
139,0,5.3273373441982066e-05,0.13421404875043952,19002.680800504906,1.0,4.685711692262332e-07,2.75e-06,0.025935731686942284,0.0060205895894732365,0.014429464220659119,0.000515263658799821,0.00013829407889223117,3.201695395739438e-05
139,1,2.4366770836422175e-05,0.18051184021993325,7365.376321561014,3.0,4.700614565618356e-07,2.75e-06,0.029454518950377474,0.005774593738878449,0.01290032605182215,0.0005258885258277877,0.0001449866185326469,2.5804401688005634e-05
139,2,0.00043808954667799347,0.2951809863116494,16074.371498814526,1.0,4.704115430491095e-07,2.75e-06,0.04026889281283479,0.008507617424456791,0.013603281602020257,0.006566738974597911,0.000274155646759125,4.867588879741285e-05
140,0,0.0009800936366852308,0.05126956426784217,16548.740135362506,3.0,4.6869313878474733e-07,2.75e-06,0.029338854383429157,0.03679969892059724,0.011174383942906778,0.015347784945077119,0.0002793400299915032,0.00017248396848821546
140,1,0.000276364896842657,0.20736495553668358,17350.905001847153,3.0,4.828854860928396e-07,2.75e-06,0.04740914123073747,0.011072647460940018,0.01332436755537182,0.009927482357726156,0.00040102512663502506,7.22103762844941e-05
