ind_a,ind_b,site_a,site_b,within_site,n_hethet,n_opphom,n_het_a,n_het_b,kinship,degree
S21,S63,Alsum18-2023,Arlington-2023,0,2167876,3299226,7931062,7844966,-0.280842,unrelated
S21,S64,Alsum18-2023,Arlington-2023,0,2059145,3320286,7931062,7466015,-0.297552,unrelated
S21,S77,Alsum18-2023,C5-2023,0,2159093,3216290,7931062,7866137,-0.270522,unrelated
S21,S78,Alsum18-2023,C5-2023,0,2008646,3286781,7931062,7194609,-0.301799,unrelated
S21,S79,Alsum18-2023,C5-2023,0,2159726,3151100,7931062,7781078,-0.263648,unrelated
S21,S80,Alsum18-2023,C5-2023,0,2140834,3252553,7931062,7723029,-0.278794,unrelated
S21,S81,Alsum18-2023,C5-2023,0,2065191,3425357,7931062,7557553,-0.308970,unrelated
S21,S82,Alsum18-2023,C5-2023,0,2086538,3257949,7931062,7539134,-0.286316,unrelated
S21,S83,Alsum18-2023,C5-2023,0,2054851,3264500,7931062,7418769,-0.291479,unrelated
S21,S109,Alsum18-2023,C44-L15-2023,0,1977153,3414056,7931062,7182952,-0.320958,unrelated
S21,S110,Alsum18-2023,C44-L15-2023,0,2101907,3255133,7931062,7579950,-0.284208,unrelated
S21,S111,Alsum18-2023,C44-L15-2023,0,2185769,3329549,7931062,8035390,-0.280171,unrelated
S21,S112,Alsum18-2023,C44-L15-2023,0,2072331,3297999,7931062,7532210,-0.292543,unrelated
S21,S113,Alsum18-2023,C44-L15-2023,0,2001812,3306959,7931062,7281389,-0.303180,unrelated
S21,S114,Alsum18-2023,C44-L15-2023,0,2065798,3285132,7931062,7409290,-0.293635,unrelated
S21,S115,Alsum18-2023,C44-L15-2023,0,2174808,3191029,7931062,7776122,-0.267855,unrelated
S21,S133,Alsum18-2023,Aartz-2023,0,2065152,3296655,7931062,7481338,-0.293800,unrelated
S21,S134,Alsum18-2023,Aartz-2023,0,1996570,3435475,7931062,7342694,-0.319134,unrelated
S21,S135,Alsum18-2023,Aartz-2023,0,2017069,3415836,7931062,7171059,-0.318803,unrelated
S21,S136,Alsum18-2023,Aartz-2023,0,2155690,3175361,7931062,7775212,-0.267093,unrelated
S21,S137,Alsum18-2023,Aartz-2023,0,2106031,3227700,7931062,7535158,-0.281217,unrelated
S21,S145,Alsum18-2023,XMASBig-2023,0,2160599,3231032,7931062,7857668,-0.272439,unrelated
S21,S146,Alsum18-2023,XMASBig-2023,0,2055886,3402994,7931062,7511950,-0.307589,unrelated
S21,S147,Alsum18-2023,XMASBig-2023,0,2148528,3180230,7931062,7708191,-0.269318,unrelated
S21,S148,Alsum18-2023,XMASBig-2023,0,2229807,3096519,7931062,7944143,-0.249649,unrelated
S21,S149,Alsum18-2023,XMASBig-2023,0,2024752,3363124,7931062,7327686,-0.308118,unrelated
S21,S167,Alsum18-2023,GarrisonNE-2023,0,2094304,3327825,7931062,7689066,-0.292017,unrelated
S21,S168,Alsum18-2023,GarrisonNE-2023,0,2046807,3340360,7931062,7345950,-0.303326,unrelated
S21,S169,Alsum18-2023,GarrisonNE-2023,0,2114389,3270303,7931062,7604273,-0.284913,unrelated
S21,S170,Alsum18-2023,GarrisonNE-2023,0,2109252,3276561,7931062,7764576,-0.283128,unrelated
S21,S171,Alsum18-2023,GarrisonNE-2023,0,2094569,3395335,7931062,7653982,-0.301321,unrelated
S21,S172,Alsum18-2023,GarrisonNE-2023,0,2032279,3175793,7931062,7231927,-0.284859,unrelated
S21,S173,Alsum18-2023,GarrisonNE-2023,0,2001339,3217577,7931062,7337001,-0.290398,unrelated
S21,S185,Alsum18-2023,H10-2023,0,2027042,3264291,7931062,7318923,-0.295183,unrelated
S21,S186,Alsum18-2023,H10-2023,0,2128126,3192871,7931062,7677072,-0.272782,unrelated
S21,S187,Alsum18-2023,H10-2023,0,2129082,3182071,7931062,7514517,-0.274192,unrelated
S21,S188,Alsum18-2023,H10-2023,0,1955160,3425100,7931062,7202055,-0.323465,unrelated
S21,S189,Alsum18-2023,H10-2023,0,2255127,3042213,7931062,8104414,-0.238802,unrelated
S21,S190,Alsum18-2023,H10-2023,0,2127991,3246187,7931062,7760518,-0.278135,unrelated
S21,S191,Alsum18-2023,H10-2023,0,2020204,3398320,7931062,7306259,-0.313470,unrelated
S21,S206,Alsum18-2023,H15-2023,0,2156420,3037698,7931062,7783850,-0.249379,unrelated
S21,S207,Alsum18-2023,H15-2023,0,2118555,3301049,7931062,7707947,-0.286690,unrelated
S21,S208,Alsum18-2023,H15-2023,0,2088320,3234267,7931062,7490866,-0.284025,unrelated
S21,S209,Alsum18-2023,H15-2023,0,2117842,3327837,7931062,7723624,-0.289871,unrelated
S21,S210,Alsum18-2023,H15-2023,0,2138399,3231910,7931062,7739257,-0.276026,unrelated
S21,S211,Alsum18-2023,H15-2023,0,2066146,3265109,7931062,7405367,-0.291076,unrelated
S21,S212,Alsum18-2023,H15-2023,0,849040,4382661,7931062,3113003,-0.716791,unrelated
S21,S219,Alsum18-2023,H41-2023,0,2097693,3125927,7931062,7585961,-0.267716,unrelated
S21,S220,Alsum18-2023,H41-2023,0,1978284,3226386,7931062,7179670,-0.296113,unrelated
S21,S221,Alsum18-2023,H41-2023,0,43103,5487370,7931062,158911,-1.351258,unrelated
S21,S222,Alsum18-2023,H41-2023,0,405614,4997230,7931062,1476333,-1.019288,unrelated
S21,S223,Alsum18-2023,H41-2023,0,1072456,4085791,7931062,3926923,-0.598679,unrelated
S21,S224,Alsum18-2023,H41-2023,0,2157573,3154169,7931062,7733862,-0.264972,unrelated
S21,S225,Alsum18-2023,H41-2023,0,2011530,3300981,7931062,7293024,-0.301524,unrelated
S21,S250,Alsum18-2023,H66-2023,0,2075152,3373270,7931062,7497400,-0.302777,unrelated
S21,S251,Alsum18-2023,H66-2023,0,1983180,3431639,7931062,7298189,-0.320442,unrelated
S21,S252,Alsum18-2023,H66-2023,0,2157458,3225459,7931062,7784671,-0.273195,unrelated
S21,S253,Alsum18-2023,H66-2023,0,2161014,3215652,7931062,7828319,-0.270968,unrelated
S21,S254,Alsum18-2023,H66-2023,0,2136837,3248967,7931062,7899268,-0.275490,unrelated
S21,S255,Alsum18-2023,H66-2023,0,1702161,3661025,7931062,6261999,-0.395960,unrelated
S21,S256,Alsum18-2023,H66-2023,0,1989971,3385781,7931062,7050507,-0.319165,unrelated
S21,S257,Alsum18-2023,H66-2023,0,1990223,3364867,7931062,7226941,-0.312674,unrelated
S21,S258,Alsum18-2023,H66-2023,0,1974260,3346692,7931062,7345804,-0.308907,unrelated
S21,S259,Alsum18-2023,H66-2023,0,2119474,3185655,7931062,7685226,-0.272269,unrelated
S21,S260,Alsum18-2023,H66-2023,0,2138276,3240999,7931062,7760564,-0.276818,unrelated
S21,S288,Alsum18-2023,Du-2023,0,2159838,3185813,7931062,7781391,-0.268054,unrelated
S21,S289,Alsum18-2023,Du-2023,0,2309786,3077560,7931062,8243626,-0.237738,unrelated
S21,S290,Alsum18-2023,Du-2023,0,2286677,3045567,7931062,8328446,-0.233984,unrelated
S21,S291,Alsum18-2023,Du-2023,0,2356236,3067526,7931062,8614604,-0.228387,unrelated
S21,S292,Alsum18-2023,Du-2023,0,2521299,2885477,7931062,9175472,-0.189966,unrelated
S21,S293,Alsum18-2023,Du-2023,0,2441532,2892622,7931062,9002064,-0.197466,unrelated
S21,S294,Alsum18-2023,Du-2023,0,2248747,3126839,7931062,8280057,-0.247048,unrelated
S21,S312,Alsum18-2023,OkrayGrosheks40-2023,0,2204143,3193476,7931062,7983456,-0.262830,unrelated
S21,S313,Alsum18-2023,OkrayGrosheks40-2023,0,2057942,3311495,7931062,7465948,-0.296489,unrelated
S21,S314,Alsum18-2023,OkrayGrosheks40-2023,0,2127356,3300494,7931062,7693326,-0.286324,unrelated
S21,S315,Alsum18-2023,OkrayGrosheks40-2023,0,2196470,3207955,7931062,7911196,-0.266341,unrelated
S21,S316,Alsum18-2023,OkrayGrosheks40-2023,0,2126870,3236220,7931062,7767507,-0.276813,unrelated
S21,S317,Alsum18-2023,OkrayGrosheks40-2023,0,2266236,3088757,7931062,8428115,-0.239088,unrelated
S21,S318,Alsum18-2023,OkrayGrosheks40-2023,0,2002201,3347577,7931062,7352916,-0.307050,unrelated
S21,S328,Alsum18-2023,LaszSE-O14-2023,0,2123366,3333296,7931062,7746042,-0.289800,unrelated
S21,S329,Alsum18-2023,LaszSE-O14-2023,0,2087293,3384549,7931062,7797235,-0.297668,unrelated
S21,S330,Alsum18-2023,LaszSE-O14-2023,0,2003159,3415315,7931062,7462058,-0.313612,unrelated
S21,S331,Alsum18-2023,LaszSE-O14-2023,0,2085692,3325584,7931062,7438819,-0.297040,unrelated
S21,S332,Alsum18-2023,LaszSE-O14-2023,0,2288891,3078534,7931062,8314732,-0.238103,unrelated
S21,S370,Alsum18-2023,BrikalskiPats-2023,0,2028537,3362108,7931062,7223088,-0.309861,unrelated
S21,S371,Alsum18-2023,BrikalskiPats-2023,0,2107987,3283597,7931062,7850890,-0.282551,unrelated
S21,S372,Alsum18-2023,BrikalskiPats-2023,0,2175303,3205053,7931062,7962119,-0.266454,unrelated
S21,S373,Alsum18-2023,BrikalskiPats-2023,0,2111909,3239912,7931062,7688767,-0.279639,unrelated
S21,S374,Alsum18-2023,BrikalskiPats-2023,0,2032602,3364674,7931062,7505467,-0.304262,unrelated
S21,S375,Alsum18-2023,BrikalskiPats-2023,0,2124070,3225227,7931062,7610693,-0.278372,unrelated
S21,S376,Alsum18-2023,BrikalskiPats-2023,0,2076811,3387571,7931062,7674386,-0.301070,unrelated
S21,S386,Alsum18-2023,DaveBrilowski-2023,0,2069983,3292885,7931062,7581179,-0.291111,unrelated
S21,S387,Alsum18-2023,DaveBrilowski-2023,0,2050909,3353940,7931062,7340180,-0.304950,unrelated
S21,S388,Alsum18-2023,DaveBrilowski-2023,0,2121674,3285733,7931062,7711070,-0.284475,unrelated
S21,S389,Alsum18-2023,DaveBrilowski-2023,0,2070929,3375258,7931062,7419012,-0.304858,unrelated
S21,S390,Alsum18-2023,DaveBrilowski-2023,0,2081698,3287266,7931062,7664668,-0.288081,unrelated
S21,S391,Alsum18-2023,DaveBrilowski-2023,0,2108116,3316359,7931062,7786721,-0.287865,unrelated
S21,S392,Alsum18-2023,DaveBrilowski-2023,0,2138564,3281791,7931062,7941139,-0.278790,unrelated
S21,S418,Alsum18-2023,Wysocki1129-2023,0,2110428,3233263,7931062,7606408,-0.280361,unrelated
S21,S419,Alsum18-2023,Wysocki1129-2023,0,1934572,3354957,7931062,7110209,-0.317483,unrelated
S21,S420,Alsum18-2023,Wysocki1129-2023,0,2113742,3264182,7931062,7733647,-0.281820,unrelated
S21,S421,Alsum18-2023,Wysocki1129-2023,0,2125642,3225345,7931062,7799266,-0.274950,unrelated
S21,S422,Alsum18-2023,Wysocki1129-2023,0,2101980,3505196,7931062,7735411,-0.313307,unrelated
S21,S423,Alsum18-2023,Wysocki1129-2023,0,2161867,3218721,7931062,7838314,-0.271132,unrelated
S21,S424,Alsum18-2023,Wysocki1129-2023,0,2061643,3415201,7931062,7581744,-0.307408,unrelated
S21,S442,Alsum18-2023,Wedekind_3-2023,0,1761349,3536443,7931062,6337465,-0.372255,unrelated
S21,S443,Alsum18-2023,Wedekind_3-2023,0,2083591,3232691,7931062,7460484,-0.284688,unrelated
S21,S444,Alsum18-2023,Wedekind_3-2023,0,2045562,3257573,7931062,7291631,-0.293613,unrelated
S21,S445,Alsum18-2023,Wedekind_3-2023,0,2159925,3235978,7931062,7860728,-0.273055,unrelated
S21,S446,Alsum18-2023,Wedekind_3-2023,0,2060547,3319084,7931062,7648040,-0.293831,unrelated
S21,S447,Alsum18-2023,Wedekind_3-2023,0,2141144,3238712,7931062,7678231,-0.277801,unrelated
S21,S448,Alsum18-2023,Wedekind_3-2023,0,1990559,3425381,7931062,7296097,-0.319180,unrelated
S21,S474,Alsum18-2023,Airport04-2023,0,2165334,3117740,7931062,7804708,-0.258656,unrelated
S21,S475,Alsum18-2023,Airport04-2023,0,2235875,3084187,7931062,8082784,-0.245569,unrelated
S21,S476,Alsum18-2023,Airport04-2023,0,2063764,3240087,7931062,7482884,-0.286520,unrelated
S21,S477,Alsum18-2023,Airport04-2023,0,2078806,3189425,7931062,7485865,-0.278917,unrelated
S21,S478,Alsum18-2023,Airport04-2023,0,2120163,3187757,7931062,7652969,-0.273058,unrelated
S21,S479,Alsum18-2023,Airport04-2023,0,2025382,3281335,7931062,7412292,-0.295717,unrelated
S21,S480,Alsum18-2023,Airport04-2023,0,1913257,3409816,7931062,6986357,-0.328902,unrelated
S22,S23,Alsum18-2023,Alsum18-2023,1,2398348,2828087,9662065,7132646,-0.193979,unrelated
S22,S24,Alsum18-2023,Alsum18-2023,1,2295359,2870536,9662065,6928060,-0.207697,unrelated
S22,S25,Alsum18-2023,Alsum18-2023,1,2386970,2800785,9662065,6942334,-0.193599,unrelated
S22,S26,Alsum18-2023,Alsum18-2023,1,2730110,2585409,9662065,8096949,-0.137435,unrelated
S22,S27,Alsum18-2023,Alsum18-2023,1,3294072,2164830,9662065,9681654,-0.053536,unrelated
S22,S45,Alsum18-2023,Alsum59-2023,0,2500628,2800560,9662065,7560944,-0.180020,unrelated
S22,S46,Alsum18-2023,Alsum59-2023,0,2599331,2724649,9662065,7952347,-0.161797,unrelated
S22,S47,Alsum18-2023,Alsum59-2023,0,2517959,2820496,9662065,7667572,-0.180213,unrelated
S22,S48,Alsum18-2023,Alsum59-2023,0,2519924,2778516,9662065,7631822,-0.175617,unrelated
S22,S49,Alsum18-2023,Alsum59-2023,0,2404141,2885994,9662065,7264795,-0.198965,unrelated
S22,S50,Alsum18-2023,Alsum59-2023,0,2367077,2871247,9662065,7201669,-0.200158,unrelated
S22,S51,Alsum18-2023,Alsum59-2023,0,2545242,2768698,9662065,7575481,-0.173584,unrelated
S22,S58,Alsum18-2023,Arlington-2023,0,2631839,2602858,9662065,7652045,-0.148658,unrelated
S22,S59,Alsum18-2023,Arlington-2023,0,2389323,2833895,9662065,7062874,-0.196023,unrelated
S22,S60,Alsum18-2023,Arlington-2023,0,2586684,2662540,9662065,7568897,-0.158923,unrelated
S22,S61,Alsum18-2023,Arlington-2023,0,2594101,2677864,9662065,7707594,-0.158991,unrelated
S22,S62,Alsum18-2023,Arlington-2023,0,2502857,2781738,9662065,7384548,-0.179544,unrelated
S22,S63,Alsum18-2023,Arlington-2023,0,2577798,2795021,9662065,7844966,-0.172059,unrelated
S22,S64,Alsum18-2023,Arlington-2023,0,2501908,2807821,9662065,7466015,-0.181791,unrelated
S22,S77,Alsum18-2023,C5-2023,0,2618944,2692399,9662065,7866137,-0.157795,unrelated
S22,S78,Alsum18-2023,C5-2023,0,2432668,2781452,9662065,7194609,-0.185697,unrelated
S22,S79,Alsum18-2023,C5-2023,0,2588786,2670651,9662065,7781078,-0.157799,unrelated
S22,S80,Alsum18-2023,C5-2023,0,2585102,2706064,9662065,7723029,-0.162612,unrelated
S22,S81,Alsum18-2023,C5-2023,0,2508930,2902454,9662065,7557553,-0.191408,unrelated
S22,S82,Alsum18-2023,C5-2023,0,2568894,2712590,9662065,7539134,-0.166052,unrelated
S22,S83,Alsum18-2023,C5-2023,0,2503159,2778311,9662065,7418769,-0.178765,unrelated
S22,S109,Alsum18-2023,C44-L15-2023,0,2395542,2880434,9662065,7182952,-0.199782,unrelated
S22,S110,Alsum18-2023,C44-L15-2023,0,2534724,2736656,9662065,7579950,-0.170432,unrelated
S22,S111,Alsum18-2023,C44-L15-2023,0,2587769,2801160,9662065,8035390,-0.170338,unrelated
S22,S112,Alsum18-2023,C44-L15-2023,0,2558432,2713723,9662065,7532210,-0.166859,unrelated
S22,S113,Alsum18-2023,C44-L15-2023,0,2447199,2766100,9662065,7281389,-0.182076,unrelated
S22,S114,Alsum18-2023,C44-L15-2023,0,2487731,2744775,9662065,7409290,-0.175840,unrelated
S22,S115,Alsum18-2023,C44-L15-2023,0,2614939,2689141,9662065,7776122,-0.158465,unrelated
S22,S133,Alsum18-2023,Aartz-2023,0,2509074,2735883,9662065,7481338,-0.172818,unrelated
S22,S134,Alsum18-2023,Aartz-2023,0,2378289,2934099,9662065,7342694,-0.205231,unrelated
S22,S135,Alsum18-2023,Aartz-2023,0,2393643,2931473,9662065,7171059,-0.206100,unrelated
S22,S136,Alsum18-2023,Aartz-2023,0,2601358,2677787,9662065,7775212,-0.157950,unrelated
S22,S137,Alsum18-2023,Aartz-2023,0,2575884,2660250,9662065,7535158,-0.159596,unrelated
S22,S145,Alsum18-2023,XMASBig-2023,0,2579475,2728173,9662065,7857668,-0.164207,unrelated
S22,S146,Alsum18-2023,XMASBig-2023,0,2455062,2827828,9662065,7511950,-0.186363,unrelated
S22,S147,Alsum18-2023,XMASBig-2023,0,2620741,2689706,9662065,7708191,-0.158816,unrelated
S22,S148,Alsum18-2023,XMASBig-2023,0,2682247,2622143,9662065,7944143,-0.145519,unrelated
S22,S149,Alsum18-2023,XMASBig-2023,0,2457236,2785418,9662065,7327686,-0.183263,unrelated
S22,S167,Alsum18-2023,GarrisonNE-2023,0,2472566,2860585,9662065,7689066,-0.187227,unrelated
S22,S168,Alsum18-2023,GarrisonNE-2023,0,2462450,2816005,9662065,7345950,-0.186357,unrelated
S22,S169,Alsum18-2023,GarrisonNE-2023,0,2544442,2739586,9662065,7604273,-0.169968,unrelated
S22,S170,Alsum18-2023,GarrisonNE-2023,0,2546526,2758037,9662065,7764576,-0.170403,unrelated
S22,S171,Alsum18-2023,GarrisonNE-2023,0,2523716,2808398,9662065,7653982,-0.178625,unrelated
S22,S172,Alsum18-2023,GarrisonNE-2023,0,2468282,2700638,9662065,7231927,-0.173612,unrelated
S22,S173,Alsum18-2023,GarrisonNE-2023,0,2486825,2636837,9662065,7337001,-0.163941,unrelated
S22,S185,Alsum18-2023,H10-2023,0,2499540,2681675,9662065,7318923,-0.168648,unrelated
S22,S186,Alsum18-2023,H10-2023,0,2573496,2725158,9662065,7677072,-0.165915,unrelated
S22,S187,Alsum18-2023,H10-2023,0,2586907,2643673,9662065,7514517,-0.157216,unrelated
S22,S188,Alsum18-2023,H10-2023,0,2395755,2767704,9662065,7202055,-0.186174,unrelated
S22,S189,Alsum18-2023,H10-2023,0,2767039,2533233,9662065,8104414,-0.129425,unrelated
S22,S190,Alsum18-2023,H10-2023,0,2562710,2739807,9662065,7760518,-0.167421,unrelated
S22,S191,Alsum18-2023,H10-2023,0,2430520,2836953,9662065,7306259,-0.191144,unrelated
S22,S206,Alsum18-2023,H15-2023,0,2648802,2529426,9662065,7783850,-0.138144,unrelated
S22,S207,Alsum18-2023,H15-2023,0,2505043,2793790,9662065,7707947,-0.177463,unrelated
S22,S208,Alsum18-2023,H15-2023,0,2502176,2781891,9662065,7490866,-0.178489,unrelated
S22,S209,Alsum18-2023,H15-2023,0,2518743,2786345,9662065,7723624,-0.175659,unrelated
S22,S210,Alsum18-2023,H15-2023,0,2592743,2754895,9662065,7739257,-0.167634,unrelated
S22,S211,Alsum18-2023,H15-2023,0,2544417,2749889,9662065,7405367,-0.173158,unrelated
S22,S212,Alsum18-2023,H15-2023,0,1062028,3702599,9662065,3113003,-0.496527,unrelated
S22,S219,Alsum18-2023,H41-2023,0,2567300,2562855,9662065,7585961,-0.148331,unrelated
S22,S220,Alsum18-2023,H41-2023,0,2450046,2693341,9662065,7179670,-0.174367,unrelated
S22,S221,Alsum18-2023,H41-2023,0,53776,4690592,9662065,158911,-0.949743,unrelated
S22,S222,Alsum18-2023,H41-2023,0,504733,4249395,9662065,1476333,-0.717703,unrelated
S22,S223,Alsum18-2023,H41-2023,0,1340021,3425606,9662065,3926923,-0.405563,unrelated
S22,S224,Alsum18-2023,H41-2023,0,2659566,2584574,9662065,7733862,-0.144263,unrelated
S22,S225,Alsum18-2023,H41-2023,0,2422372,2810957,9662065,7293024,-0.188707,unrelated
S22,S250,Alsum18-2023,H66-2023,0,2476357,2798457,9662065,7497400,-0.181856,unrelated
S22,S251,Alsum18-2023,H66-2023,0,2375918,2888155,9662065,7298189,-0.200492,unrelated
S22,S252,Alsum18-2023,H66-2023,0,2597995,2684468,9662065,7784671,-0.158823,unrelated
S22,S253,Alsum18-2023,H66-2023,0,2584141,2724294,9662065,7828319,-0.163773,unrelated
S22,S254,Alsum18-2023,H66-2023,0,2569177,2764458,9662065,7899268,-0.168537,unrelated
S22,S255,Alsum18-2023,H66-2023,0,2077989,3088880,9662065,6261999,-0.257458,unrelated
S22,S256,Alsum18-2023,H66-2023,0,2364739,2877735,9662065,7050507,-0.202885,unrelated
S22,S257,Alsum18-2023,H66-2023,0,2453048,2798323,9662065,7226941,-0.186133,unrelated
S22,S258,Alsum18-2023,H66-2023,0,2442112,2777519,9662065,7345804,-0.183029,unrelated
S22,S259,Alsum18-2023,H66-2023,0,2613975,2665594,9662065,7685226,-0.156636,unrelated
S22,S260,Alsum18-2023,H66-2023,0,2588383,2729461,9662065,7760564,-0.164759,unrelated
S22,S288,Alsum18-2023,Du-2023,0,2622923,2623266,9662065,7781391,-0.150406,unrelated
S22,S289,Alsum18-2023,Du-2023,0,2778257,2606838,9662065,8243626,-0.136014,unrelated
S22,S290,Alsum18-2023,Du-2023,0,2775276,2559515,9662065,8328446,-0.130277,unrelated
S22,S291,Alsum18-2023,Du-2023,0,2842289,2572886,9662065,8614604,-0.126034,unrelated
S22,S292,Alsum18-2023,Du-2023,0,3048260,2386675,9662065,9175472,-0.091577,unrelated
S22,S293,Alsum18-2023,Du-2023,0,3022436,2420947,9662065,9002064,-0.097484,unrelated
S22,S294,Alsum18-2023,Du-2023,0,2725074,2670152,9662065,8280057,-0.145759,unrelated
S22,S312,Alsum18-2023,OkrayGrosheks40-2023,0,2628915,2673403,9662065,7983456,-0.154027,unrelated
S22,S313,Alsum18-2023,OkrayGrosheks40-2023,0,2488251,2778867,9662065,7465948,-0.179208,unrelated
S22,S314,Alsum18-2023,OkrayGrosheks40-2023,0,2546959,2775757,9662065,7693326,-0.173119,unrelated
S22,S315,Alsum18-2023,OkrayGrosheks40-2023,0,2641413,2668711,9662065,7911196,-0.153415,unrelated
S22,S316,Alsum18-2023,OkrayGrosheks40-2023,0,2598459,2690609,9662065,7767507,-0.159657,unrelated
S22,S317,Alsum18-2023,OkrayGrosheks40-2023,0,2727565,2594783,9662065,8428115,-0.136096,unrelated
S22,S318,Alsum18-2023,OkrayGrosheks40-2023,0,2456450,2747746,9662065,7352916,-0.178610,unrelated
S22,S328,Alsum18-2023,LaszSE-O14-2023,0,2569459,2786019,9662065,7746042,-0.172482,unrelated
S22,S329,Alsum18-2023,LaszSE-O14-2023,0,2523905,2810420,9662065,7797235,-0.177380,unrelated
S22,S330,Alsum18-2023,LaszSE-O14-2023,0,2453476,2804252,9662065,7462058,-0.184245,unrelated
S22,S331,Alsum18-2023,LaszSE-O14-2023,0,2502001,2756152,9662065,7438819,-0.176032,unrelated
S22,S332,Alsum18-2023,LaszSE-O14-2023,0,2770059,2599502,9662065,8314732,-0.135116,unrelated
S22,S370,Alsum18-2023,BrikalskiPats-2023,0,2419883,2848204,9662065,7223088,-0.194048,unrelated
S22,S371,Alsum18-2023,BrikalskiPats-2023,0,2573545,2729172,9662065,7850890,-0.164724,unrelated
S22,S372,Alsum18-2023,BrikalskiPats-2023,0,2648002,2678169,9662065,7962119,-0.153672,unrelated
S22,S373,Alsum18-2023,BrikalskiPats-2023,0,2528394,2745348,9662065,7688767,-0.170730,unrelated
S22,S374,Alsum18-2023,BrikalskiPats-2023,0,2484071,2858019,9662065,7505467,-0.188260,unrelated
S22,S375,Alsum18-2023,BrikalskiPats-2023,0,2579561,2745272,9662065,7610693,-0.168530,unrelated
S22,S376,Alsum18-2023,BrikalskiPats-2023,0,2476526,2862145,9662065,7674386,-0.187337,unrelated
S22,S386,Alsum18-2023,DaveBrilowski-2023,0,2494911,2805160,9662065,7581179,-0.180674,unrelated
S22,S387,Alsum18-2023,DaveBrilowski-2023,0,2422602,2870795,9662065,7340180,-0.195209,unrelated
S22,S388,Alsum18-2023,DaveBrilowski-2023,0,2557946,2762415,9662065,7711070,-0.170774,unrelated
S22,S389,Alsum18-2023,DaveBrilowski-2023,0,2457568,2875630,9662065,7419012,-0.192827,unrelated
S22,S390,Alsum18-2023,DaveBrilowski-2023,0,2566667,2717668,9662065,7664668,-0.165563,unrelated
S22,S391,Alsum18-2023,DaveBrilowski-2023,0,2545365,2811049,9662065,7786721,-0.176329,unrelated
S22,S392,Alsum18-2023,DaveBrilowski-2023,0,2568502,2757855,9662065,7941139,-0.167425,unrelated
S22,S418,Alsum18-2023,Wysocki1129-2023,0,2525084,2771941,9662065,7606408,-0.174816,unrelated
S22,S419,Alsum18-2023,Wysocki1129-2023,0,2395850,2797514,9662065,7110209,-0.190742,unrelated
S22,S420,Alsum18-2023,Wysocki1129-2023,0,2581580,2702310,9662065,7733647,-0.162284,unrelated
S22,S421,Alsum18-2023,Wysocki1129-2023,0,2598553,2663139,9662065,7799266,-0.156215,unrelated
S22,S422,Alsum18-2023,Wysocki1129-2023,0,2551803,3002440,9662065,7735411,-0.198481,unrelated
S22,S423,Alsum18-2023,Wysocki1129-2023,0,2618573,2668920,9662065,7838314,-0.155383,unrelated
S22,S424,Alsum18-2023,Wysocki1129-2023,0,2460395,2877582,9662065,7581744,-0.191070,unrelated
S22,S442,Alsum18-2023,Wedekind_3-2023,0,2127650,3037761,9662065,6337465,-0.246749,unrelated
S22,S443,Alsum18-2023,Wedekind_3-2023,0,2511445,2731981,9662065,7460484,-0.172434,unrelated
S22,S444,Alsum18-2023,Wedekind_3-2023,0,2474568,2771814,9662065,7291631,-0.181026,unrelated
S22,S445,Alsum18-2023,Wedekind_3-2023,0,2585398,2781466,9662065,7860728,-0.169923,unrelated
