ind_a,ind_b,site_a,site_b,within_site,n_hethet,n_opphom,n_het_a,n_het_b,kinship,degree
S1,S99,Alsum18-2019,ColomaBonus4-2019,0,1877584,3612475,7209009,7162781,-0.372074,unrelated
S1,S101,Alsum18-2019,ColomaBonus-2019,0,1981683,3499417,7209009,7446230,-0.342345,unrelated
S1,S102,Alsum18-2019,ColomaBonus-2019,0,1889855,3672780,7209009,7157304,-0.379757,unrelated
S1,S103,Alsum18-2019,ColomaBonus-2019,0,2045857,3524964,7209009,7993686,-0.329157,unrelated
S1,S104,Alsum18-2019,ColomaBonus-2019,0,2035721,3348880,7209009,8432743,-0.298051,unrelated
S1,S105,Alsum18-2019,ColomaBonus-2019,0,2012868,3448640,7209009,7922986,-0.322787,unrelated
S1,S106,Alsum18-2019,ColomaBonus-2019,0,1817354,3642282,7209009,7305326,-0.376677,unrelated
S1,S107,Alsum18-2019,ColomaBonus-2019,0,1899671,3476646,7209009,7641841,-0.340292,unrelated
S1,S125,Alsum18-2019,ColomaLyons-2019,0,2073562,3287281,7209009,8018900,-0.295576,unrelated
S1,S126,Alsum18-2019,ColomaLyons-2019,0,1914074,3435132,7209009,7690253,-0.332647,unrelated
S1,S127,Alsum18-2019,ColomaLyons-2019,0,1844029,3590642,7209009,7481050,-0.363324,unrelated
S1,S128,Alsum18-2019,ColomaLyons-2019,0,1920038,3555435,7209009,7740149,-0.347232,unrelated
S1,S129,Alsum18-2019,ColomaLyons-2019,0,1915016,3414592,7209009,7617129,-0.331453,unrelated
S1,S130,Alsum18-2019,ColomaLyons-2019,0,1899207,3687172,7209009,7474077,-0.372887,unrelated
S1,S131,Alsum18-2019,ColomaLyons-2019,0,1911467,3678087,7209009,7362681,-0.373650,unrelated
S1,S139,Alsum18-2019,XMASBig-2019,0,1878637,3542626,7209009,7410585,-0.356140,unrelated
S1,S140,Alsum18-2019,XMASBig-2019,0,1921545,3473765,7209009,7814276,-0.334546,unrelated
S1,S141,Alsum18-2019,XMASBig-2019,0,1902713,3487110,7209009,7717407,-0.339767,unrelated
S1,S142,Alsum18-2019,XMASBig-2019,0,2024898,3555452,7209009,7766337,-0.339625,unrelated
S1,S143,Alsum18-2019,XMASBig-2019,0,1866877,3400347,7209009,7252463,-0.341170,unrelated
S1,S159,Alsum18-2019,OkrayGarrisonNE-2019,0,1914532,3695063,7209009,7368400,-0.375622,unrelated
S1,S160,Alsum18-2019,OkrayGarrisonNE-2019,0,1907121,3656837,7209009,7290941,-0.372867,unrelated
S1,S161,Alsum18-2019,OkrayGarrisonNE-2019,0,1864725,3512795,7209009,7377502,-0.353811,unrelated
S1,S162,Alsum18-2019,OkrayGarrisonNE-2019,0,1908356,3521876,7209009,7785671,-0.342481,unrelated
S1,S163,Alsum18-2019,OkrayGarrisonNE-2019,0,1903280,3509102,7209009,7709788,-0.342851,unrelated
S1,S164,Alsum18-2019,OkrayGarrisonNE-2019,0,1890618,3472878,7209009,7689846,-0.339297,unrelated
S1,S165,Alsum18-2019,OkrayGarrisonNE-2019,0,1878027,3503415,7209009,7611186,-0.346069,unrelated
S1,S296,Alsum18-2019,OkrayRobacks-2019,0,1961092,3446071,7209009,7691850,-0.330924,unrelated
S1,S297,Alsum18-2019,OkrayRobacks-2019,0,1933955,3466948,7209009,7677694,-0.335866,unrelated
S1,S298,Alsum18-2019,OkrayRobacks-2019,0,1941631,3495745,7209009,7378291,-0.346182,unrelated
S1,S299,Alsum18-2019,OkrayRobacks-2019,0,1922327,3502873,7209009,7556994,-0.344265,unrelated
S1,S300,Alsum18-2019,OkrayRobacks-2019,0,1918967,3343227,7209009,7420867,-0.325873,unrelated
S1,S301,Alsum18-2019,OkrayRobacks-2019,0,2115108,3366048,7209009,8080920,-0.301963,unrelated
S1,S302,Alsum18-2019,OkrayRobacks-2019,0,2209489,3160196,7209009,8536700,-0.261081,unrelated
S1,S304,Alsum18-2019,OkrayGrosheks40-2019,0,1793974,3570792,7209009,7154938,-0.372294,unrelated
S1,S305,Alsum18-2019,OkrayGrosheks40-2019,0,2051400,3453927,7209009,7779665,-0.324008,unrelated
S1,S306,Alsum18-2019,OkrayGrosheks40-2019,0,2878721,2405642,7209009,11601524,-0.102738,unrelated
S1,S307,Alsum18-2019,OkrayGrosheks40-2019,0,1858841,3599435,7209009,7144597,-0.372034,unrelated
S1,S308,Alsum18-2019,OkrayGrosheks40-2019,0,1943063,3525029,7209009,7750273,-0.341393,unrelated
S1,S309,Alsum18-2019,OkrayGrosheks40-2019,0,1838026,3477984,7209009,7235130,-0.354327,unrelated
S1,S310,Alsum18-2019,OkrayGrosheks40-2019,0,1932025,3487794,7209009,7262608,-0.348514,unrelated
S1,S340,Alsum18-2019,OkrayPFWiper-2019,0,1925973,3513814,7209009,7619222,-0.344050,unrelated
S1,S341,Alsum18-2019,OkrayPFWiper-2019,0,1935706,3484775,7209009,7557563,-0.340895,unrelated
S1,S342,Alsum18-2019,OkrayPFWiper-2019,0,1704625,3694404,7209009,7043704,-0.398814,unrelated
S1,S343,Alsum18-2019,OkrayPFWiper-2019,0,1809705,3535589,7209009,7375799,-0.360750,unrelated
S1,S344,Alsum18-2019,OkrayPFWiper-2019,0,1908375,3713214,7209009,7302502,-0.380254,unrelated
S1,S354,Alsum18-2019,PloverBrikalskiPats-2019,0,1982800,3557530,7209009,7677084,-0.344769,unrelated
S1,S355,Alsum18-2019,PloverBrikalskiPats-2019,0,1936301,3500708,7209009,7759982,-0.338374,unrelated
S1,S356,Alsum18-2019,PloverBrikalskiPats-2019,0,2032718,3570557,7209009,7738582,-0.341754,unrelated
S1,S357,Alsum18-2019,PloverBrikalskiPats-2019,0,1919207,3442881,7209009,7682544,-0.333515,unrelated
S1,S358,Alsum18-2019,PloverBrikalskiPats-2019,0,1999335,3568743,7209009,7701638,-0.344596,unrelated
S1,S359,Alsum18-2019,PloverBrikalskiPats-2019,0,2062072,3454415,7209009,7899720,-0.320792,unrelated
S1,S360,Alsum18-2019,PloverBrikalskiPats-2019,0,2014855,3378389,7209009,7905479,-0.313734,unrelated
S1,S378,Alsum18-2019,PloverDaveBrSE-2019,0,1964607,3490870,7209009,7709061,-0.336312,unrelated
S1,S379,Alsum18-2019,PloverDaveBrSE-2019,0,1937799,3648537,7209009,7674181,-0.360089,unrelated
S1,S380,Alsum18-2019,PloverDaveBrSE-2019,0,1938047,3599507,7209009,7619782,-0.354781,unrelated
S1,S381,Alsum18-2019,PloverDaveBrSE-2019,0,1936075,3690790,7209009,7357228,-0.373844,unrelated
S1,S382,Alsum18-2019,PloverDaveBrSE-2019,0,1871083,3504859,7209009,7450016,-0.350544,unrelated
S1,S383,Alsum18-2019,PloverDaveBrSE-2019,0,2063469,3421066,7209009,8100805,-0.312131,unrelated
S1,S384,Alsum18-2019,PloverDaveBrSE-2019,0,2015568,3414709,7209009,8223535,-0.311928,unrelated
S1,S402,Alsum18-2019,Wysocki1129-2019,0,1965112,3473288,7209009,7525165,-0.338089,unrelated
S1,S403,Alsum18-2019,Wysocki1129-2019,0,1940807,3582804,7209009,7520277,-0.354722,unrelated
S1,S404,Alsum18-2019,Wysocki1129-2019,0,1952738,3486043,7209009,7928168,-0.331591,unrelated
S1,S405,Alsum18-2019,Wysocki1129-2019,0,1945261,3430765,7209009,7761893,-0.328388,unrelated
S1,S406,Alsum18-2019,Wysocki1129-2019,0,1920342,3459792,7209009,7786192,-0.333389,unrelated
S1,S407,Alsum18-2019,Wysocki1129-2019,0,1900996,3533806,7209009,7717071,-0.346147,unrelated
S1,S408,Alsum18-2019,Wysocki1129-2019,0,1929454,3440145,7209009,7724063,-0.331535,unrelated
S1,S426,Alsum18-2019,Wysocki438-2019,0,2011125,3462048,7209009,7847102,-0.326311,unrelated
S1,S427,Alsum18-2019,Wysocki438-2019,0,1986346,3477499,7209009,7598529,-0.335549,unrelated
S1,S428,Alsum18-2019,Wysocki438-2019,0,1838803,3658758,7209009,7402753,-0.374952,unrelated
S1,S429,Alsum18-2019,Wysocki438-2019,0,1976295,3476392,7209009,7685399,-0.334118,unrelated
S1,S430,Alsum18-2019,Wysocki438-2019,0,2000252,3420034,7209009,7738169,-0.323795,unrelated
S1,S431,Alsum18-2019,Wysocki438-2019,0,1874314,3540146,7209009,7367342,-0.357152,unrelated
S1,S432,Alsum18-2019,Wysocki438-2019,0,1875200,3466547,7209009,7526561,-0.343244,unrelated
S1,S450,Alsum18-2019,Wysocki563-2019,0,1924550,3542291,7209009,7734101,-0.345312,unrelated
S1,S451,Alsum18-2019,Wysocki563-2019,0,1917874,3553881,7209009,7226898,-0.359512,unrelated
S1,S452,Alsum18-2019,Wysocki563-2019,0,2067887,3393972,7209009,7917168,-0.312046,unrelated
S1,S453,Alsum18-2019,Wysocki563-2019,0,1910543,3633586,7209009,7210686,-0.371480,unrelated
S1,S454,Alsum18-2019,Wysocki563-2019,0,1898297,3373030,7209009,7408884,-0.331632,unrelated
S1,S455,Alsum18-2019,Wysocki563-2019,0,1842380,3460290,7209009,7450078,-0.346420,unrelated
S1,S456,Alsum18-2019,Wysocki563-2019,0,1874577,3651636,7209009,7202383,-0.376695,unrelated
S1,S458,Alsum18-2019,Wysocki570-2019,0,1886930,3531396,7209009,7453203,-0.353007,unrelated
S1,S459,Alsum18-2019,Wysocki570-2019,0,2018440,3435550,7209009,7810498,-0.323090,unrelated
S1,S460,Alsum18-2019,Wysocki570-2019,0,1837521,3483397,7209009,7316303,-0.353127,unrelated
S1,S461,Alsum18-2019,Wysocki570-2019,0,1889611,3471636,7209009,7396301,-0.346015,unrelated
S1,S462,Alsum18-2019,Wysocki570-2019,0,1919221,3397088,7209009,7560523,-0.330068,unrelated
S1,S463,Alsum18-2019,Wysocki570-2019,0,1890375,3450456,7209009,7366427,-0.343766,unrelated
S1,S464,Alsum18-2019,Wysocki570-2019,0,1847313,3577267,7209009,7360662,-0.364265,unrelated
S2,S3,Alsum18-2019,Alsum18-2019,1,2053449,3241609,7117444,7877366,-0.295420,unrelated
S2,S4,Alsum18-2019,Alsum18-2019,1,1964770,3272153,7117444,7720650,-0.308634,unrelated
S2,S5,Alsum18-2019,Alsum18-2019,1,2007522,3338058,7117444,7498440,-0.319419,unrelated
S2,S6,Alsum18-2019,Alsum18-2019,1,1907440,3362044,7117444,7414721,-0.331447,unrelated
S2,S7,Alsum18-2019,Alsum18-2019,1,2030780,3375940,7117444,7637043,-0.319977,unrelated
S2,S29,Alsum18-2019,Alsum59-2019,0,1881465,3546049,7117444,7329524,-0.360673,unrelated
S2,S30,Alsum18-2019,Alsum59-2019,0,1892075,3452684,7117444,7014576,-0.354747,unrelated
S2,S31,Alsum18-2019,Alsum59-2019,0,1840583,3653856,7117444,6986552,-0.387630,unrelated
S2,S32,Alsum18-2019,Alsum59-2019,0,1222862,3957481,7117444,4933591,-0.555313,unrelated
S2,S33,Alsum18-2019,Alsum59-2019,0,1911316,3424752,7117444,7591187,-0.335734,unrelated
S2,S34,Alsum18-2019,Alsum59-2019,0,1903180,3477337,7117444,7475350,-0.346164,unrelated
S2,S35,Alsum18-2019,Alsum59-2019,0,2003286,3345980,7117444,7905307,-0.312105,unrelated
S2,S66,Alsum18-2019,Arlington-2019,0,1910816,3499395,7117444,7554876,-0.346774,unrelated
S2,S67,Alsum18-2019,Arlington-2019,0,1914019,3427729,7117444,7545213,-0.337008,unrelated
S2,S68,Alsum18-2019,Arlington-2019,0,1976725,3282236,7117444,7622727,-0.311241,unrelated
S2,S69,Alsum18-2019,Arlington-2019,0,1785339,3617760,7117444,7036507,-0.385064,unrelated
S2,S70,Alsum18-2019,Arlington-2019,0,1901077,3406688,7117444,7500795,-0.336039,unrelated
S2,S71,Alsum18-2019,Arlington-2019,0,1864100,3522256,7117444,7545169,-0.353308,unrelated
S2,S72,Alsum18-2019,Arlington-2019,0,1993269,3369827,7117444,8036250,-0.313216,unrelated
S2,S93,Alsum18-2019,ColomaBonus4-2019,0,1791980,3848741,7117444,6925377,-0.420535,unrelated
S2,S94,Alsum18-2019,ColomaBonus4-2019,0,2000566,3448410,7117444,8067681,-0.322438,unrelated
S2,S95,Alsum18-2019,ColomaBonus4-2019,0,1902441,3613955,7117444,7706268,-0.359253,unrelated
S2,S96,Alsum18-2019,ColomaBonus4-2019,0,1968227,3432929,7117444,7988131,-0.324227,unrelated
S2,S97,Alsum18-2019,ColomaBonus4-2019,0,1782613,3737613,7117444,7124061,-0.399720,unrelated
S2,S98,Alsum18-2019,ColomaBonus4-2019,0,1891510,3682689,7117444,7184607,-0.382733,unrelated
S2,S99,Alsum18-2019,ColomaBonus4-2019,0,1888893,3666294,7117444,7162781,-0.381205,unrelated
S2,S101,Alsum18-2019,ColomaBonus-2019,0,1866374,3572913,7117444,7446230,-0.362508,unrelated
S2,S102,Alsum18-2019,ColomaBonus-2019,0,1853383,3746307,7117444,7157304,-0.395049,unrelated
S2,S103,Alsum18-2019,ColomaBonus-2019,0,1981714,3548579,7117444,7993686,-0.338522,unrelated
S2,S104,Alsum18-2019,ColomaBonus-2019,0,2074096,3312995,7117444,8432743,-0.292723,unrelated
S2,S105,Alsum18-2019,ColomaBonus-2019,0,1913709,3501599,7117444,7922986,-0.338387,unrelated
S2,S106,Alsum18-2019,ColomaBonus-2019,0,1869360,3601325,7117444,7305326,-0.369783,unrelated
S2,S107,Alsum18-2019,ColomaBonus-2019,0,1915280,3456759,7117444,7641841,-0.338650,unrelated
S2,S125,Alsum18-2019,ColomaLyons-2019,0,1982191,3375663,7117444,8018900,-0.315078,unrelated
S2,S126,Alsum18-2019,ColomaLyons-2019,0,1954949,3398891,7117444,7690253,-0.327048,unrelated
S2,S127,Alsum18-2019,ColomaLyons-2019,0,1882014,3508781,7117444,7481050,-0.351786,unrelated
S2,S128,Alsum18-2019,ColomaLyons-2019,0,1880166,3652732,7117444,7740149,-0.365153,unrelated
S2,S129,Alsum18-2019,ColomaLyons-2019,0,1915767,3452144,7117444,7617129,-0.338559,unrelated
S2,S130,Alsum18-2019,ColomaLyons-2019,0,1919673,3647923,7117444,7474077,-0.368445,unrelated
S2,S131,Alsum18-2019,ColomaLyons-2019,0,1899128,3628041,7117444,7362681,-0.369952,unrelated
S2,S139,Alsum18-2019,XMASBig-2019,0,1877654,3517479,7117444,7410585,-0.354990,unrelated
S2,S140,Alsum18-2019,XMASBig-2019,0,1955070,3361005,7117444,7814276,-0.319249,unrelated
S2,S141,Alsum18-2019,XMASBig-2019,0,1931446,3389795,7117444,7717407,-0.326808,unrelated
S2,S142,Alsum18-2019,XMASBig-2019,0,2030717,3459455,7117444,7766337,-0.328424,unrelated
S2,S143,Alsum18-2019,XMASBig-2019,0,1847629,3554702,7117444,7252463,-0.366166,unrelated
S2,S159,Alsum18-2019,OkrayGarrisonNE-2019,0,1929256,3631627,7117444,7368400,-0.368221,unrelated
S2,S160,Alsum18-2019,OkrayGarrisonNE-2019,0,1890894,3704468,7117444,7290941,-0.382974,unrelated
S2,S161,Alsum18-2019,OkrayGarrisonNE-2019,0,1865175,3529288,7117444,7377502,-0.358290,unrelated
S2,S162,Alsum18-2019,OkrayGarrisonNE-2019,0,1937063,3428191,7117444,7785671,-0.330087,unrelated
S2,S163,Alsum18-2019,OkrayGarrisonNE-2019,0,1937382,3543602,7117444,7709788,-0.347322,unrelated
S2,S164,Alsum18-2019,OkrayGarrisonNE-2019,0,1914300,3498698,7117444,7689846,-0.343283,unrelated
S2,S165,Alsum18-2019,OkrayGarrisonNE-2019,0,1895281,3443160,7117444,7611186,-0.338866,unrelated
S2,S296,Alsum18-2019,OkrayRobacks-2019,0,1966115,3484564,7117444,7691850,-0.337829,unrelated
S2,S297,Alsum18-2019,OkrayRobacks-2019,0,1945490,3456117,7117444,7677694,-0.335701,unrelated
S2,S298,Alsum18-2019,OkrayRobacks-2019,0,1960291,3511054,7117444,7378291,-0.349194,unrelated
S2,S299,Alsum18-2019,OkrayRobacks-2019,0,1901120,3566674,7117444,7556994,-0.356554,unrelated
S2,S300,Alsum18-2019,OkrayRobacks-2019,0,1921253,3364515,7117444,7420867,-0.330697,unrelated
S2,S301,Alsum18-2019,OkrayRobacks-2019,0,1995844,3372517,7117444,8080920,-0.312480,unrelated
S2,S302,Alsum18-2019,OkrayRobacks-2019,0,2208182,3183481,7117444,8536700,-0.265666,unrelated
S2,S304,Alsum18-2019,OkrayGrosheks40-2019,0,1795423,3515386,7117444,7154938,-0.366817,unrelated
S2,S305,Alsum18-2019,OkrayGrosheks40-2019,0,2069086,3456819,7117444,7779665,-0.325201,unrelated
S2,S306,Alsum18-2019,OkrayGrosheks40-2019,0,2891776,2362307,7117444,11601524,-0.097913,unrelated
S2,S307,Alsum18-2019,OkrayGrosheks40-2019,0,1875398,3602184,7117444,7144597,-0.373647,unrelated
S2,S308,Alsum18-2019,OkrayGrosheks40-2019,0,1949126,3476376,7117444,7750273,-0.336543,unrelated
S2,S309,Alsum18-2019,OkrayGrosheks40-2019,0,1893837,3457753,7117444,7235130,-0.349879,unrelated
S2,S310,Alsum18-2019,OkrayGrosheks40-2019,0,1918848,3530228,7117444,7262608,-0.357551,unrelated
S2,S340,Alsum18-2019,OkrayPFWiper-2019,0,1916275,3563504,7117444,7619222,-0.353590,unrelated
S2,S341,Alsum18-2019,OkrayPFWiper-2019,0,1855536,3497029,7117444,7557563,-0.350155,unrelated
S2,S342,Alsum18-2019,OkrayPFWiper-2019,0,1753320,3645280,7117444,7043704,-0.391016,unrelated
S2,S343,Alsum18-2019,OkrayPFWiper-2019,0,1834700,3510090,7117444,7375799,-0.357786,unrelated
S2,S344,Alsum18-2019,OkrayPFWiper-2019,0,1810050,3772945,7117444,7302502,-0.397771,unrelated
S2,S354,Alsum18-2019,PloverBrikalskiPats-2019,0,1886530,3620025,7117444,7677084,-0.361858,unrelated
S2,S355,Alsum18-2019,PloverBrikalskiPats-2019,0,1952975,3580824,7117444,7759982,-0.350106,unrelated
S2,S356,Alsum18-2019,PloverBrikalskiPats-2019,0,1994820,3508624,7117444,7738582,-0.338073,unrelated
S2,S357,Alsum18-2019,PloverBrikalskiPats-2019,0,1925935,3456543,7117444,7682544,-0.336970,unrelated
S2,S358,Alsum18-2019,PloverBrikalskiPats-2019,0,2014794,3580744,7117444,7701638,-0.347302,unrelated
S2,S359,Alsum18-2019,PloverBrikalskiPats-2019,0,1970946,3506796,7117444,7899720,-0.335792,unrelated
S2,S360,Alsum18-2019,PloverBrikalskiPats-2019,0,1928869,3433591,7117444,7905479,-0.328719,unrelated
S2,S378,Alsum18-2019,PloverDaveBrSE-2019,0,1904405,3464203,7117444,7709061,-0.338853,unrelated
S2,S379,Alsum18-2019,PloverDaveBrSE-2019,0,1939382,3643389,7117444,7674181,-0.361515,unrelated
S2,S380,Alsum18-2019,PloverDaveBrSE-2019,0,1961603,3648974,7117444,7619782,-0.362100,unrelated
S2,S381,Alsum18-2019,PloverDaveBrSE-2019,0,1825728,3760428,7117444,7357228,-0.393455,unrelated
S2,S382,Alsum18-2019,PloverDaveBrSE-2019,0,1910549,3422968,7117444,7450016,-0.338795,unrelated
S2,S383,Alsum18-2019,PloverDaveBrSE-2019,0,1964392,3487822,7117444,8100805,-0.329292,unrelated
S2,S384,Alsum18-2019,PloverDaveBrSE-2019,0,2037393,3358228,7117444,8223535,-0.305004,unrelated
S2,S402,Alsum18-2019,Wysocki1129-2019,0,1914563,3585226,7117444,7525165,-0.358945,unrelated
S2,S403,Alsum18-2019,Wysocki1129-2019,0,1977517,3612652,7117444,7520277,-0.358511,unrelated
S2,S404,Alsum18-2019,Wysocki1129-2019,0,1999757,3427754,7117444,7928168,-0.322735,unrelated
S2,S405,Alsum18-2019,Wysocki1129-2019,0,1910210,3500148,7117444,7761893,-0.342091,unrelated
S2,S406,Alsum18-2019,Wysocki1129-2019,0,1975428,3335776,7117444,7786192,-0.315099,unrelated
S2,S407,Alsum18-2019,Wysocki1129-2019,0,1925992,3567736,7117444,7717071,-0.351173,unrelated
S2,S408,Alsum18-2019,Wysocki1129-2019,0,1936672,3475176,7117444,7724063,-0.337815,unrelated
S2,S426,Alsum18-2019,Wysocki438-2019,0,1894909,3458610,7117444,7847102,-0.335614,unrelated
S2,S427,Alsum18-2019,Wysocki438-2019,0,1891197,3576906,7117444,7598529,-0.357612,unrelated
S2,S428,Alsum18-2019,Wysocki438-2019,0,1803588,3827062,7117444,7402753,-0.402924,unrelated
S2,S429,Alsum18-2019,Wysocki438-2019,0,1924104,3542552,7117444,7685399,-0.348649,unrelated
S2,S430,Alsum18-2019,Wysocki438-2019,0,1875012,3471657,7117444,7738169,-0.341171,unrelated
S2,S431,Alsum18-2019,Wysocki438-2019,0,1872373,3537525,7117444,7367342,-0.359182,unrelated
S2,S432,Alsum18-2019,Wysocki438-2019,0,1891135,3450782,7117444,7526561,-0.342149,unrelated
S2,S450,Alsum18-2019,Wysocki563-2019,0,1891863,3750914,7117444,7734101,-0.377736,unrelated
S2,S451,Alsum18-2019,Wysocki563-2019,0,1914560,3592635,7117444,7226898,-0.367442,unrelated
S2,S452,Alsum18-2019,Wysocki563-2019,0,1989581,3410248,7117444,7917168,-0.321320,unrelated
S2,S453,Alsum18-2019,Wysocki563-2019,0,1876189,3804070,7117444,7210686,-0.400049,unrelated
S2,S454,Alsum18-2019,Wysocki563-2019,0,1905644,3392158,7117444,7408884,-0.335850,unrelated
S2,S455,Alsum18-2019,Wysocki563-2019,0,1880975,3462825,7117444,7450078,-0.346296,unrelated
S2,S456,Alsum18-2019,Wysocki563-2019,0,1887318,3791364,7117444,7202383,-0.397729,unrelated
S2,S458,Alsum18-2019,Wysocki570-2019,0,1883563,3582375,7117444,7453203,-0.362454,unrelated
S2,S459,Alsum18-2019,Wysocki570-2019,0,1944281,3406998,7117444,7810498,-0.326215,unrelated
S2,S460,Alsum18-2019,Wysocki570-2019,0,1856516,3468985,7117444,7316303,-0.352054,unrelated
S2,S461,Alsum18-2019,Wysocki570-2019,0,1919651,3367492,7117444,7396301,-0.331777,unrelated
S2,S462,Alsum18-2019,Wysocki570-2019,0,1910664,3419356,7117444,7560523,-0.335745,unrelated
S2,S463,Alsum18-2019,Wysocki570-2019,0,1820440,3505320,7117444,7366427,-0.358343,unrelated
S2,S464,Alsum18-2019,Wysocki570-2019,0,1846281,3744751,7117444,7360662,-0.389776,unrelated
S3,S4,Alsum18-2019,Alsum18-2019,1,2185893,3169741,7877366,7720650,-0.266290,unrelated
S3,S5,Alsum18-2019,Alsum18-2019,1,2101443,3236915,7877366,7498440,-0.284368,unrelated
S3,S6,Alsum18-2019,Alsum18-2019,1,2098896,3256649,7877366,7414721,-0.288672,unrelated
S3,S7,Alsum18-2019,Alsum18-2019,1,2158904,3261018,7877366,7637043,-0.281231,unrelated
S3,S29,Alsum18-2019,Alsum59-2019,0,2010868,3293121,7877366,7329524,-0.300875,unrelated
S3,S30,Alsum18-2019,Alsum59-2019,0,1987610,3380130,7877366,7014576,-0.320485,unrelated
S3,S31,Alsum18-2019,Alsum59-2019,0,1971654,3503492,7877366,6986552,-0.338762,unrelated
S3,S32,Alsum18-2019,Alsum59-2019,0,1328364,3822730,7877366,4933591,-0.493101,unrelated
S3,S33,Alsum18-2019,Alsum59-2019,0,2089863,3323566,7877366,7591187,-0.294615,unrelated
S3,S34,Alsum18-2019,Alsum59-2019,0,2166419,3205093,7877366,7475350,-0.276418,unrelated
S3,S35,Alsum18-2019,Alsum59-2019,0,2203307,3193650,7877366,7905307,-0.265100,unrelated
S3,S66,Alsum18-2019,Arlington-2019,0,2137550,3335469,7877366,7554876,-0.293761,unrelated
S3,S67,Alsum18-2019,Arlington-2019,0,2094534,3245621,7877366,7545213,-0.285083,unrelated
S3,S68,Alsum18-2019,Arlington-2019,0,2170268,3184233,7877366,7622727,-0.270850,unrelated
S3,S69,Alsum18-2019,Arlington-2019,0,1908394,3441599,7877366,7036507,-0.333569,unrelated
S3,S70,Alsum18-2019,Arlington-2019,0,2151647,3229924,7877366,7500795,-0.280151,unrelated
S3,S71,Alsum18-2019,Arlington-2019,0,2113088,3189437,7877366,7545169,-0.276594,unrelated
S3,S72,Alsum18-2019,Arlington-2019,0,2238216,3083714,7877366,8036250,-0.246909,unrelated
S3,S93,Alsum18-2019,ColomaBonus4-2019,0,1899499,3577406,7877366,6925377,-0.355023,unrelated
S3,S94,Alsum18-2019,ColomaBonus4-2019,0,2273945,3159326,7877366,8067681,-0.253665,unrelated
S3,S95,Alsum18-2019,ColomaBonus4-2019,0,2136363,3281873,7877366,7706268,-0.284105,unrelated
S3,S96,Alsum18-2019,ColomaBonus4-2019,0,2237919,3180273,7877366,7988131,-0.259849,unrelated
S3,S97,Alsum18-2019,ColomaBonus4-2019,0,1971586,3526239,7877366,7124061,-0.338694,unrelated
S3,S98,Alsum18-2019,ColomaBonus4-2019,0,2025070,3299566,7877366,7184607,-0.303683,unrelated
