bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.100764,0.0981397,0.0950391,0.0856478,0.103456,0.0896966,0.12199,0.0855545,0.0991938,0.116703,0.125613,0.0877425,0.100511,0.0953183,0.0945192,0.100111,0.0967706,4801,4936,4943,5112,5057,5090,4138,5154,4647,4389,4135,5362,4846,4946,4950,4954,4865
5623,10000,7498.67,0.0970456,0.0945205,0.0935987,0.0873334,0.0964446,0.089674,0.12389,0.0845117,0.0942641,0.107555,0.121517,0.0849114,0.0966539,0.0872235,0.0906187,0.0965742,0.0940697,8477,8787,8954,9056,8877,8917,7319,9132,8281,7787,7365,9504,8562,8769,8801,8921,8395
10000,17783,13335.3,0.112493,0.0941094,0.0572297,0.0586535,0.0787358,0.0911517,0.086673,0.0969794,0.0654593,0.118387,0.135568,0.117644,0.126782,0.116925,0.0693265,0.106234,0.101142,31,38,37,38,35,32,21,34,30,27,18,40,28,30,30,32,23
17783,31623,23714,0.0782853,0.0772145,0.0814332,0.113856,0.105221,0.0707463,0.116279,0.0654919,0.0940004,0.123342,0.11379,0.123672,0.0652848,0.0951557,0.063902,0.0623206,0.0749945,40,33,36,35,32,38,36,40,31,32,39,38,43,39,39,41,44
31623,56234,42169.7,0.0719542,0.125584,0.104029,0.0774559,0.0806715,0.0904376,0.101719,0.063577,0.103413,0.090196,0.149074,0.101317,0.0450654,0.0921748,0.0589501,0.0991779,0.075828,77,85,84,89,90,87,73,81,80,77,65,89,80,83,82,85,82
56234,100000,74989.3,0.0690745,0.101064,0.097043,0.0916983,0.0812938,0.0724359,0.095041,0.0769843,0.0910883,0.11459,0.120257,0.0817724,0.0704044,0.104974,0.0657695,0.0834609,0.093882,129,127,127,131,128,133,103,140,130,115,112,141,122,129,131,123,125
100000,177828,133352,0.0898942,0.0874052,0.0781294,0.0881075,0.0826137,0.0736363,0.108929,0.068578,0.0795256,0.0755437,0.115297,0.0900842,0.0858904,0.0735759,0.0788443,0.0799741,0.0699427,211,217,212,228,218,223,194,231,206,191,190,235,218,219,218,219,210
177828,316228,237137,0.0772151,0.0779893,0.0760191,0.0857533,0.0862572,0.07774,0.101785,0.0850405,0.0966491,0.0771369,0.123021,0.0794973,0.070494,0.0774738,0.0721912,0.0828428,0.0768013,325,340,342,348,347,348,292,357,331,305,286,368,330,346,345,341,339
316228,562341,421697,0.0802842,0.0681596,0.0783395,0.0788407,0.0710209,0.0764877,0.118463,0.0706634,0.0880007,0.0895691,0.119252,0.0846297,0.0694259,0.0758916,0.076936,0.0730983,0.074509,431,439,438,467,444,458,377,461,427,395,371,477,431,450,447,442,433
562341,1000000,749894,0.0827507,0.0746975,0.0685725,0.0716313,0.0834142,0.0808825,0.103138,0.0794809,0.0883891,0.0805968,0.110209,0.0923751,0.0861697,0.0729675,0.0658758,0.0690778,0.0643174,299,321,323,319,302,334,231,310,305,291,246,324,290,301,304,315,285
