bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0996451,0.0899884,0.116838,0.09463,0.100973,0.106691,0.153736,0.0925668,0.0889395,0.0983003,0.148185,0.096243,0.0871762,0.100188,0.0909117,0.0928061,0.0945474,4732,5374,4539,5054,4771,4714,3478,5066,5074,4901,3698,4882,5269,4963,5223,4932,4899
5623,10000,7498.67,0.0938276,0.0880372,0.111634,0.0884279,0.092423,0.0973002,0.147618,0.0858962,0.0904103,0.0950529,0.144366,0.0952895,0.0823685,0.0951799,0.0843236,0.0874822,0.0893664,8619,9532,8232,9181,8658,8381,6254,9136,9325,8973,6515,8685,9525,8835,9315,8938,8799
10000,17783,13335.3,0.174023,0.0925348,0.116179,0.0825658,0.0746644,0.0496799,0.199232,0.105547,0.138142,0.100823,0.0816841,0.081608,0.0945598,0.0953753,0.0776672,0.0927135,0.0940273,30,39,24,39,36,26,9,37,38,34,13,34,40,34,37,32,32
17783,31623,23714,0.108001,0.0452838,0.0695794,0.0696356,0.103099,0.0602759,0.10224,0.113126,0.0568286,0.0809683,0.13151,0.0643838,0.0745943,0.0826121,0.0919664,0.0701053,0.0880419,36,38,43,34,30,42,40,34,39,38,38,35,39,39,40,39,38
31623,56234,42169.7,0.0844934,0.0642989,0.0894331,0.0778852,0.0645229,0.0895509,0.157213,0.0730289,0.0808316,0.0866287,0.136228,0.0872315,0.087978,0.116596,0.0766279,0.0953014,0.094222,88,93,72,87,93,83,53,97,87,88,58,85,87,85,92,86,82
56234,100000,74989.3,0.0757421,0.0660671,0.0905856,0.0872168,0.0668636,0.104312,0.0945277,0.0670496,0.0973137,0.0810376,0.117147,0.104587,0.0854438,0.0832356,0.0551018,0.0746763,0.101666,122,146,120,133,121,121,93,128,137,128,100,131,139,130,131,129,126
100000,177828,133352,0.100673,0.0787267,0.0855657,0.0760999,0.0680067,0.0889376,0.146623,0.0791346,0.0797833,0.0630609,0.138779,0.0716014,0.0872057,0.072784,0.0906169,0.074903,0.0814443,218,232,199,225,216,207,158,237,234,229,161,218,237,227,240,225,221
177828,316228,237137,0.0750415,0.0768569,0.0825444,0.0762771,0.077309,0.0738231,0.144877,0.0765116,0.0791321,0.0837352,0.112907,0.0822599,0.0826451,0.083215,0.0714856,0.0771455,0.0663838,329,370,309,348,334,324,235,359,369,348,251,340,358,340,361,345,337
316228,562341,421697,0.0789471,0.0879423,0.087644,0.0791593,0.0708949,0.0786541,0.128027,0.0654933,0.0920972,0.0708284,0.112872,0.0889798,0.0692519,0.0758957,0.0673771,0.0788308,0.0794799,445,500,427,465,448,426,316,476,478,464,336,451,485,464,485,462,450
562341,1000000,749894,0.0712302,0.0833147,0.0836254,0.0719606,0.0861144,0.0735508,0.116274,0.0815995,0.0741081,0.0764238,0.0875848,0.0742884,0.0746525,0.0670509,0.0728901,0.0910153,0.0671862,329,355,292,323,320,313,225,344,331,326,220,304,327,335,327,337,311
