bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.102915,0.0989354,0.0957499,0.0904027,0.0823934,0.0971444,0.121442,0.0896641,0.0918938,0.0906209,0.12933,0.0958739,0.0866447,0.0924036,0.087397,0.0925653,0.0926246,3752,3883,3848,5058,5244,4662,4106,5106,4922,5022,3891,5066,4962,4935,5095,4883,4931
5623,10000,7498.67,0.0897096,0.0893499,0.0905959,0.0826272,0.0832063,0.0991879,0.122271,0.0810203,0.0864839,0.0853077,0.124126,0.0869381,0.0836594,0.0894573,0.0851782,0.0857289,0.0897095,6648,6862,6826,8933,9174,8058,7158,8982,8700,8737,6899,8865,8710,8560,8993,8526,8529
10000,17783,13335.3,0.140711,0.0670773,0.0621728,0.0926267,0.0621669,0.0994535,0.122838,0.0811053,0.0614745,0.0874207,0.189525,0.0826802,0.0750423,0.0699921,0.110977,0.0962156,0.0379995,20,18,16,39,41,29,22,40,38,37,20,34,37,35,39,34,31
17783,31623,23714,0.0698809,0.0675319,0.0788731,0.038047,0.110843,0.0588553,0.125735,0.0732156,0.0949805,0.0526904,0.117887,0.0669212,0.123616,0.0944384,0.071427,0.0632466,0.0920398,32,35,39,39,43,38,38,37,37,39,36,41,36,37,37,36,38
31623,56234,42169.7,0.0921621,0.0576351,0.0469459,0.0808706,0.0912746,0.119617,0.103874,0.0950559,0.0843938,0.0886533,0.101149,0.108596,0.051072,0.0680379,0.0596736,0.0860889,0.0983512,61,63,63,80,80,74,62,78,76,79,62,79,80,80,78,83,78
56234,100000,74989.3,0.0743303,0.0766284,0.0781732,0.0732092,0.0722577,0.0943285,0.105825,0.074524,0.0763601,0.0667164,0.0958392,0.0646763,0.0700562,0.0872123,0.101751,0.0760875,0.0911175,103,104,103,140,143,124,111,143,133,135,106,129,132,132,139,122,130
100000,177828,133352,0.0608872,0.0717058,0.0776204,0.0950251,0.0789822,0.0881676,0.105457,0.0802916,0.072995,0.0730555,0.126124,0.0621168,0.0852142,0.0944755,0.0840839,0.0747817,0.0799854,171,162,174,215,229,202,178,223,207,213,172,220,214,218,229,218,209
177828,316228,237137,0.0804725,0.0739384,0.0923525,0.0776013,0.0799518,0.099093,0.130782,0.0829963,0.0795984,0.0653769,0.106243,0.076128,0.0660285,0.0791647,0.0791479,0.0707289,0.0751725,253,260,265,348,352,310,274,349,333,330,269,335,338,335,347,332,334
316228,562341,421697,0.0747116,0.0732578,0.0735201,0.0860282,0.0727367,0.079554,0.103379,0.0748101,0.0726075,0.0712533,0.119331,0.0678832,0.0766757,0.0741381,0.0698907,0.0793279,0.082055,339,340,358,457,470,410,367,458,443,451,353,443,442,445,458,447,438
562341,1000000,749894,0.0745554,0.0819596,0.074199,0.0874975,0.0787452,0.0836811,0.119527,0.0877638,0.0827564,0.0799097,0.112935,0.0712341,0.0802738,0.0672235,0.0708212,0.0804496,0.0718237,249,246,259,339,359,302,276,329,332,317,260,319,321,318,330,328,340
