bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0808918,0.084257,0.0871945,0.0853958,0.0903473,0.0924163,0.119952,0.0902692,0.08342,0.0838382,0.112222,0.0906326,0.0869507,0.0871241,0.0838138,0.0879808,0.0839024,5465,5757,5828,5595,5265,5482,4405,5330,5354,5593,4241,5112,5471,5168,5465,5414,5549
5623,10000,7498.67,0.0785035,0.0808809,0.078049,0.0809911,0.0864937,0.08964,0.122297,0.0860934,0.0826681,0.0812458,0.114161,0.0904319,0.083282,0.0827898,0.0796533,0.08287,0.082104,9642,9958,10195,9904,9057,9441,7722,9465,9533,9789,7415,8752,9688,9200,9556,9462,9690
10000,17783,13335.3,0.105188,0.118824,0.0883987,0.0797165,0.0829584,0.115039,0.127895,0.0821742,0.0609466,0.0623229,0.0606941,0.0873489,0.144019,0.0904029,0.105421,0.0536881,0.0780474,43,43,44,45,38,40,28,41,44,46,32,30,44,39,38,41,42
17783,31623,23714,0.0870888,0.114851,0.0538787,0.0422071,0.0851402,0.058602,0.174747,0.0633295,0.0640653,0.0620314,0.0701263,0.0999539,0.0431545,0.0655873,0.0978431,0.0707443,0.0707394,42,48,45,42,40,39,34,41,36,45,30,44,39,38,43,41,46
31623,56234,42169.7,0.07966,0.0754719,0.0644779,0.06561,0.0860745,0.0814328,0.137915,0.0893103,0.11283,0.0656589,0.0946803,0.0842665,0.0740225,0.0960387,0.0949949,0.0741522,0.0749496,84,84,87,91,81,88,76,83,89,87,68,80,88,85,85,90,84
56234,100000,74989.3,0.0727359,0.0703735,0.0849299,0.0815969,0.0642129,0.0907617,0.11866,0.0869689,0.0774942,0.0745347,0.111472,0.0990121,0.0718128,0.0775465,0.0735513,0.0902713,0.0839679,146,155,155,144,139,143,113,138,144,150,114,126,141,142,141,136,148
100000,177828,133352,0.0810405,0.0913992,0.0861002,0.0642938,0.0865419,0.0733072,0.109008,0.0738271,0.0818943,0.0770638,0.105553,0.0834887,0.0845711,0.0806634,0.0798237,0.0719751,0.0676349,236,235,255,245,225,236,192,229,238,246,184,222,242,227,236,237,244
177828,316228,237137,0.0830378,0.0772547,0.0679227,0.0926667,0.0839906,0.0768372,0.116376,0.0789916,0.0951556,0.0765914,0.116548,0.094725,0.0745083,0.0811907,0.0626935,0.0775171,0.0758951,381,401,405,396,362,374,306,369,381,393,297,355,383,364,377,377,386
316228,562341,421697,0.0742445,0.0925687,0.0816178,0.0817158,0.0818162,0.0779093,0.123854,0.0758732,0.0795971,0.0828943,0.11755,0.0874166,0.067243,0.0749539,0.0701845,0.0766866,0.0746731,492,510,533,514,481,499,401,478,494,504,394,459,496,479,496,498,512
562341,1000000,749894,0.0732684,0.0739679,0.0753159,0.0918211,0.07824,0.0746102,0.0971196,0.078414,0.0801827,0.085696,0.116381,0.0758834,0.0837628,0.0788394,0.0818742,0.0786701,0.0735706,351,357,370,355,347,354,285,335,347,365,262,337,340,340,356,354,371
