bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0888103,0.0896947,0.0940321,0.0794463,0.0901764,0.0955436,0.121719,0.0860373,0.0835764,0.091142,0.114946,0.091519,0.0913157,0.0863625,0.0886662,0.0851216,0.0856427,4920,5160,4955,5491,5464,5143,4270,5272,5243,5120,4111,4898,5170,5454,5305,5251,5559
5623,10000,7498.67,0.0857868,0.0839556,0.0883835,0.0796232,0.0868466,0.0878136,0.114345,0.0877984,0.0853602,0.0902382,0.114317,0.0890893,0.0886713,0.0835012,0.0872461,0.0830007,0.0843558,8723,9009,8734,9699,9714,9177,7611,9382,9414,9083,7474,8699,9181,9647,9273,9204,9939
10000,17783,13335.3,0.120399,0.109705,0.0658044,0.085635,0.105913,0.052075,0.106882,0.0744555,0.0639863,0.174079,0.171083,0.110049,0.068674,0.069961,0.0954662,0.0804328,0.0606828,35,31,37,39,34,38,22,37,39,30,20,26,38,41,43,38,45
17783,31623,23714,0.048098,0.0888733,0.0617015,0.0685804,0.0909716,0.124571,0.0884787,0.105543,0.0451435,0.095252,0.117886,0.0807303,0.0743896,0.0466285,0.0698753,0.0630286,0.0822413,37,42,39,45,48,41,38,44,40,42,38,45,38,40,37,33,42
31623,56234,42169.7,0.0704123,0.100983,0.0758028,0.0859764,0.0778633,0.0881413,0.0844556,0.091102,0.0867934,0.0763689,0.104141,0.0684209,0.0974796,0.0591696,0.100381,0.077173,0.0763868,81,79,80,89,86,87,66,80,85,85,65,79,85,93,88,91,85
56234,100000,74989.3,0.0779789,0.063614,0.0674267,0.0989799,0.075995,0.0671683,0.102415,0.0715995,0.0795337,0.0884867,0.121498,0.0696075,0.0746877,0.0814005,0.0700411,0.0831006,0.0929927,130,142,125,142,144,136,115,143,137,129,117,131,141,138,133,133,150
100000,177828,133352,0.0892284,0.0782726,0.0831935,0.0928493,0.0770886,0.0780779,0.11875,0.0754453,0.0816227,0.0739103,0.103871,0.0676183,0.0820387,0.0897991,0.0791979,0.0773674,0.0781436,217,219,222,234,236,229,190,220,236,230,178,214,220,243,231,238,240
177828,316228,237137,0.0674919,0.0737042,0.083727,0.0920335,0.0787556,0.0876949,0.1237,0.0692427,0.0694613,0.0701882,0.10089,0.0802601,0.0815676,0.0775924,0.073083,0.0758798,0.0763741,338,351,339,373,373,357,300,359,357,346,289,335,355,379,362,357,382
316228,562341,421697,0.0654502,0.0838782,0.0831038,0.0860399,0.0711659,0.0851737,0.113108,0.0758585,0.0835921,0.080959,0.126114,0.0745637,0.0764383,0.0786756,0.0786507,0.0899296,0.0761379,451,460,446,500,490,482,387,473,473,474,386,446,485,495,475,483,511
562341,1000000,749894,0.0852069,0.0796829,0.0748678,0.082159,0.0847921,0.0726415,0.115682,0.0711979,0.0743517,0.0846901,0.12059,0.0768952,0.0878919,0.0796347,0.0765521,0.0916874,0.0801779,310,330,312,350,360,346,261,358,346,318,287,322,351,344,347,339,377
