bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0902705,0.0858734,0.0891781,0.0879759,0.0823577,0.0954505,0.122726,0.0952623,0.0914372,0.087202,0.139384,0.0897597,0.0848867,0.108157,0.0978423,0.0948864,0.0889178,5005,5016,4992,5035,5150,4927,4042,4746,5238,5138,3569,5154,5358,4507,4763,4864,5268
5623,10000,7498.67,0.091339,0.0836046,0.0834824,0.0843146,0.0788901,0.0900875,0.120934,0.0921824,0.083655,0.08409,0.129828,0.0837857,0.0795065,0.103032,0.0969921,0.0925816,0.0858902,8512,8781,8671,8902,8960,8759,7191,8189,9167,9043,6244,9057,9443,7737,8346,8509,9330
10000,17783,13335.3,0.0843041,0.132738,0.0645121,0.0472178,0.0963546,0.0864142,0.0708799,0.0400258,0.0841261,0.076587,0.1122,0.0745733,0.0532378,0.072252,0.0899068,0.114949,0.0780644,27,38,38,35,35,32,22,27,35,38,8,34,37,23,27,34,40
17783,31623,23714,0.0924899,0.0525267,0.0749991,0.135599,0.0699052,0.0790624,0.0733074,0.137701,0.0578868,0.08443,0.129748,0.0800368,0.0472319,0.137832,0.0748607,0.0712956,0.10253,39,36,33,36,38,38,34,39,44,35,41,46,42,38,33,37,35
31623,56234,42169.7,0.102714,0.0686656,0.0806817,0.0777759,0.0742775,0.0802213,0.0684382,0.100262,0.123409,0.057922,0.164046,0.0918588,0.0769037,0.0851336,0.0922057,0.0859429,0.0818502,84,86,90,86,91,82,65,78,81,86,54,80,89,73,88,80,91
56234,100000,74989.3,0.0861374,0.0855104,0.0638378,0.0818758,0.0795115,0.0764343,0.107457,0.0878259,0.0895369,0.0733239,0.107854,0.0673756,0.076902,0.0889675,0.0784978,0.0620418,0.0853092,127,127,132,133,125,133,111,120,141,133,99,137,141,116,122,132,133
100000,177828,133352,0.074459,0.0851404,0.0748404,0.0806559,0.0661261,0.0900741,0.119376,0.0862137,0.0808712,0.0718615,0.113009,0.0695439,0.0679825,0.146977,0.0736783,0.0867024,0.0946445,218,227,225,218,226,216,184,212,234,224,164,229,245,192,203,205,240
177828,316228,237137,0.0756282,0.0698762,0.0881502,0.073845,0.0894432,0.0727339,0.0990127,0.0761255,0.084099,0.0781673,0.130067,0.0740527,0.0767296,0.102559,0.0798206,0.0761049,0.0764293,336,348,345,349,349,337,284,325,358,355,248,367,366,309,339,343,367
316228,562341,421697,0.0816092,0.0750769,0.0682834,0.0719878,0.0734375,0.0903503,0.113387,0.0750118,0.0781025,0.0801959,0.124457,0.0791269,0.0669347,0.0992224,0.0849685,0.0814903,0.0816104,450,461,469,461,460,446,378,425,471,468,330,476,496,405,426,436,476
562341,1000000,749894,0.0942747,0.07175,0.0735899,0.0758259,0.0796278,0.0618685,0.10372,0.0939745,0.0788369,0.0782621,0.116007,0.0761672,0.0800341,0.086473,0.0832319,0.0829641,0.0874189,315,333,326,337,331,314,250,315,350,317,233,343,356,276,302,331,333
